1.421193,1.421193,2.421193
3.097268,3.097268,4.097268
3.924768,4.097268,5.097268
5.268405,5.268405,6.597268
12.001143,12.001143,13.001143
13.042815,13.042815,14.500000
18.091734,18.091734,19.091734
20.839596,20.839596,21.839596
21.252895,21.839596,22.839596
21.997588,22.839596,24.339596
23.550297,24.339596,25.339596
25.362548,25.362548,26.839596
26.865492,26.865492,28.339596
27.625083,28.339596,29.339596
28.020569,29.339596,30.839596
28.236489,30.839596,32.339596
29.699439,32.339596,33.339596
32.104931,33.339596,34.839596
35.138530,35.138530,36.339596
37.007801,37.007801,38.007801
39.359523,39.359523,40.359523
41.467373,41.467373,42.467373
45.241725,45.241725,46.241725
46.165954,46.241725,47.241725
49.710780,49.710780,50.710780
50.757467,50.757467,52.210780
56.504234,56.504234,57.504234
57.595342,57.595342,58.595342
62.020502,62.020502,63.020502
63.248479,63.248479,64.500000
65.233107,65.233107,66.233107
65.883326,66.233107,67.233107
67.861527,67.861527,68.861527
74.771370,74.771370,75.771370
76.197642,76.197642,77.197642
77.550121,77.550121,78.550121
81.259836,81.259836,82.259836
82.577284,82.577284,83.577284
83.386846,83.577284,84.759836
85.403122,85.403122,86.403122
85.509332,86.403122,87.403122
85.591232,87.403122,88.903122
88.186572,88.903122,90.403122
89.651792,90.403122,91.403122
94.294621,94.294621,95.294621
95.215633,95.294621,96.500000
97.438508,97.438508,98.438508
113.127307,113.127307,114.127307
113.928022,114.127307,115.127307
115.980066,115.980066,116.980066
117.125548,117.125548,118.480066
119.152621,119.152621,120.152621
120.184559,120.184559,121.184559
120.781100,121.184559,122.652621
124.702653,124.702653,125.702653
131.968055,131.968055,132.968055
134.941841,134.941841,135.941841
135.998395,135.998395,136.998395
137.347820,137.347820,138.498395
138.357562,138.498395,139.498395
139.208220,139.498395,140.998395
141.400400,141.400400,142.498395
143.733472,143.733472,144.733472
144.155099,144.733472,146.233472
145.326618,146.233472,147.233472
145.827055,147.233472,148.733472
145.970270,148.733472,150.233472
148.022436,150.233472,151.233472
148.838002,151.233472,152.733472
148.915936,152.733472,154.233472
151.073425,154.233472,155.233472
151.577775,155.233472,156.733472
159.249088,159.249088,160.249088
161.073761,161.073761,162.073761
165.022238,165.022238,166.022238
171.452411,171.452411,172.452411
171.604705,172.452411,173.452411
173.277364,173.452411,174.952411
174.309053,174.952411,176.452411
174.873803,176.452411,177.452411
176.247711,177.452411,178.952411
176.278523,178.952411,180.452411
177.103165,180.452411,181.452411
178.508733,181.452411,182.952411
180.626908,182.952411,184.452411
180.795770,184.452411,185.452411
181.649576,185.452411,186.952411
182.144134,186.952411,188.452411
184.920836,188.452411,189.452411
185.458593,189.452411,190.952411
198.278000,198.278000,199.278000
202.308993,202.308993,203.308993
204.141870,204.141870,205.141870
204.156413,205.141870,206.500000
205.876959,206.500000,207.500000
206.636740,207.500000,209.000000
208.787342,209.000000,210.500000
212.054174,212.054174,213.054174
212.262032,213.054174,214.500000
213.563012,214.500000,215.500000
213.994875,215.500000,217.000000
216.700738,217.000000,218.500000
217.004474,218.500000,219.500000
217.494866,219.500000,221.000000
221.852330,221.852330,222.852330
226.284739,226.284739,227.284739
228.407428,228.407428,229.407428
229.413215,229.413215,230.500000
229.801198,230.500000,231.500000
230.340700,231.500000,233.000000
231.263823,233.000000,234.500000
231.951699,234.500000,235.500000
237.042321,237.042321,238.042321
237.249266,238.042321,239.042321
237.338379,239.042321,240.542321
238.577168,240.542321,242.042321
240.255489,242.042321,243.042321
244.659520,244.659520,245.659520
249.332372,249.332372,250.332372
249.447923,250.332372,251.332372
259.608689,259.608689,260.608689
259.762972,260.608689,262.108689
259.952352,262.108689,263.108689
260.102413,263.108689,264.608689
260.153359,264.608689,266.108689
260.662839,266.108689,267.108689
260.923698,267.108689,268.608689
261.171635,268.608689,270.108689
261.208147,270.108689,271.108689
262.434209,271.108689,272.608689
262.785877,272.608689,274.108689
262.884316,274.108689,275.108689
266.311580,275.108689,276.608689
269.936923,276.608689,278.108689
273.640676,278.108689,279.108689
275.335228,279.108689,280.608689
277.042775,280.608689,282.108689
278.950891,282.108689,283.108689
279.384487,283.108689,284.608689
279.752830,284.608689,286.108689
280.947083,286.108689,287.108689
281.988594,287.108689,288.608689
282.427747,288.608689,290.108689
283.486126,290.108689,291.108689
284.922651,291.108689,292.608689
287.355102,292.608689,294.108689
289.837019,294.108689,295.108689
291.028921,295.108689,296.608689
291.051611,296.608689,298.108689
292.970269,298.108689,299.108689
295.143539,299.108689,300.608689
295.461925,300.608689,302.108689
299.036560,302.108689,303.108689
299.263578,303.108689,304.608689
299.627353,304.608689,306.108689
300.668216,306.108689,307.108689
301.038101,307.108689,308.608689
301.050636,308.608689,310.108689
302.307215,310.108689,311.108689
307.222371,311.108689,312.608689
313.592597,313.592597,314.592597
313.867970,314.592597,316.092597
316.323730,316.323730,317.323730
319.823361,319.823361,320.823361
325.253662,325.253662,326.253662
327.348083,327.348083,328.348083
329.859572,329.859572,330.859572
331.679864,331.679864,332.679864
336.583194,336.583194,337.583194
337.973664,337.973664,338.973664
342.085307,342.085307,343.085307
345.828367,345.828367,346.828367
346.207838,346.828367,348.328367
348.839939,348.839939,349.839939
351.357044,351.357044,352.357044
352.957858,352.957858,353.957858
353.700476,353.957858,354.957858
353.809738,354.957858,356.457858
354.755436,356.457858,357.457858
354.844329,357.457858,358.957858
355.744238,358.957858,360.457858
357.625057,360.457858,361.457858
359.826362,361.457858,362.957858
359.838644,362.957858,364.457858
360.312431,364.457858,365.457858
361.705203,365.457858,366.957858
363.879481,366.957858,368.457858
365.305002,368.457858,369.457858
367.982472,369.457858,370.957858
368.878911,370.957858,372.457858
372.333582,372.457858,373.457858
372.456393,373.457858,374.957858
383.226674,383.226674,384.226674
384.177765,384.226674,385.226674
384.860982,385.226674,386.726674
387.869885,387.869885,388.869885
388.685426,388.869885,390.369885
392.425663,392.425663,393.425663
393.504628,393.504628,394.504628
394.244047,394.504628,396.004628
394.326481,396.004628,397.004628
397.108710,397.108710,398.504628
400.044335,400.044335,401.044335
402.142853,402.142853,403.142853
402.724483,403.142853,404.500000
403.893018,404.500000,405.500000
407.466557,407.466557,408.466557
409.101684,409.101684,410.101684
413.518575,413.518575,414.518575
414.460699,414.518575,416.018575
415.667591,416.018575,417.018575
417.531236,417.531236,418.531236
418.907986,418.907986,420.031236
421.710611,421.710611,422.710611
423.275026,423.275026,424.275026
424.284074,424.284074,425.284074
426.293691,426.293691,427.293691
430.033583,430.033583,431.033583
436.026372,436.026372,437.026372
436.182856,437.026372,438.500000
447.643989,447.643989,448.643989
447.714755,448.643989,450.143989
451.367753,451.367753,452.367753
453.328504,453.328504,454.328504
453.943127,454.328504,455.328504
454.412016,455.328504,456.828504
454.855009,456.828504,458.328504
459.541306,459.541306,460.541306
464.151572,464.151572,465.151572
464.877143,465.151572,466.500000
471.913692,471.913692,472.913692
475.800232,475.800232,476.800232
482.982781,482.982781,483.982781
483.996881,483.996881,484.996881
484.263430,484.996881,486.496881
485.858737,486.496881,487.496881
486.482785,487.496881,488.996881
492.204225,492.204225,493.204225
494.222447,494.222447,495.222447
494.487125,495.222447,496.500000
497.461926,497.461926,498.461926
500.392064,500.392064,501.392064
501.899303,501.899303,502.899303
505.992889,505.992889,506.992889
507.217708,507.217708,508.492889
508.442357,508.492889,509.492889
509.082287,509.492889,510.992889
511.456061,511.456061,512.492889
513.349181,513.349181,514.349181
513.852287,514.349181,515.349181
514.069746,515.349181,516.849181
515.389894,516.849181,518.349181
